15900,527
15901,545
15902,544
15903,533
15904,530
15905,556
15906,544
15907,533
15908,529
15909,544
15910,534
15911,554
15912,545
15913,538
15914,556
15915,527
15916,528
15917,527
15918,536
15919,533
15920,671
15921,687
15922,674
15923,693
15924,676
15925,681
15926,677
15927,682
15928,696
15929,698
15930,693
15931,684
15932,688
15933,671
15934,685
15935,680
15936,679
15937,687
15938,683
15939,690
15940,648
15941,651
15942,669
15943,669
15944,655
15945,670
15946,670
15947,668
15948,656
15949,659
15950,669
15951,648
15952,669
15953,653
15954,669
15955,671
15956,654
15957,655
15958,676
15959,664
15960,193
15961,194
15962,196
15963,211
15964,206
15965,216
15966,193
15967,194
15968,198
15969,208
15970,195
15971,204
15972,196
15973,210
15974,194
15975,195
15976,211
15977,203
15978,200
15979,203
15980,152
15981,174
15982,152
15983,175
15984,162
15985,166
15986,169
15987,179
15988,154
15989,155
15990,179
15991,153
15992,154
15993,175
15994,178
15995,168
15996,165
15997,168
15998,181
15999,152
16000,646
16001,657
16002,652
16003,659
16004,649
16005,659
16006,665
16007,664
16008,666
16009,663
16010,650
16011,674
16012,671
16013,672
16014,653
16015,648
16016,658
16017,667
16018,650
16019,650
16020,595
16021,613
16022,616
16023,613
16024,620
16025,617
16026,597
16027,603
16028,619
16029,602
16030,623
16031,606
16032,604
16033,609
16034,620
16035,614
16036,595
16037,604
16038,621
16039,615
16040,0
16041,24
16042,11
16043,1
16044,5
16045,8
16046,11
16047,2
16048,22
16049,27
16050,10
16051,19
16052,27
16053,3
16054,19
16055,20
16056,10
16057,23
16058,20
16059,27
16060,537
16061,558
16062,558
16063,553
16064,565
16065,548
16066,556
16067,544
16068,566
16069,559
16070,557
16071,565
16072,564
16073,545
16074,557
16075,542
16076,541
16077,539
16078,565
16079,553
16080,531
16081,537
16082,532
16083,538
16084,552
16085,534
16086,544
16087,559
16088,557
16089,554
16090,537
16091,541
16092,547
16093,543
16094,556
16095,542
16096,533
16097,540
16098,549
16099,548
16100,267
16101,293
16102,270
16103,290
16104,269
16105,270
16106,268
16107,268
16108,288
16109,285
16110,287
16111,293
16112,277
16113,287
16114,292
16115,287
16116,272
16117,281
16118,289
16119,268
16120,0
16121,1
16122,16
16123,7
16124,15
16125,16
16126,24
16127,6
16128,2
16129,1
16130,1
16131,16
16132,7
16133,25
16134,11
16135,11
16136,15
16137,27
16138,0
16139,14
16140,226
16141,254
16142,243
16143,243
16144,240
16145,229
16146,232
16147,236
16148,227
16149,237
16150,242
16151,245
16152,243
16153,248
16154,228
16155,239
16156,248
16157,233
16158,248
16159,246
16160,482
16161,482
16162,501
16163,492
16164,501
16165,503
16166,510
16167,501
16168,496
16169,487
16170,503
16171,507
16172,494
16173,511
16174,488
16175,483
16176,500
16177,492
16178,505
16179,492
16180,284
16181,284
16182,292
16183,300
16184,310
16185,305
16186,286
16187,293
16188,305
16189,289
16190,290
16191,294
16192,288
16193,298
16194,284
16195,305
16196,300
16197,299
16198,287
16199,305
16200,568
16201,575
16202,579
16203,590
16204,577
16205,577
16206,571
16207,579
16208,596
16209,584
16210,589
16211,586
16212,595
16213,569
16214,579
16215,576
16216,571
16217,580
16218,574
16219,587
16220,308
16221,316
16222,323
16223,334
16224,330
16225,317
16226,313
16227,311
16228,335
16229,327
16230,325
16231,320
16232,331
16233,322
16234,311
16235,334
16236,320
16237,308
16238,329
16239,323
16240,59
16241,62
16242,79
16243,69
16244,78
16245,60
16246,69
16247,82
16248,62
16249,62
16250,73
16251,76
16252,74
16253,85
16254,84
16255,64
16256,78
16257,76
16258,78
16259,72
16260,664
16261,676
16262,676
16263,670
16264,681
16265,680
16266,687
16267,669
16268,676
16269,690
16270,669
16271,686
16272,693
16273,674
16274,688
16275,687
16276,690
16277,664
16278,679
16279,675
16280,215
16281,231
16282,221
16283,242
16284,236
16285,239
16286,220
16287,217
16288,242
16289,236
16290,230
16291,237
16292,239
16293,241
16294,227
16295,227
16296,233
16297,218
16298,225
16299,222
16300,61
16301,84
16302,82
16303,72
16304,64
16305,89
16306,62
16307,62
16308,73
16309,78
16310,76
16311,62
16312,88
16313,78
16314,78
16315,81
16316,82
16317,64
16318,86
16319,62
16320,456
16321,483
16322,483
16323,467
16324,458
16325,457
16326,464
16327,465
16328,479
16329,477
16330,465
16331,481
16332,458
16333,466
16334,459
16335,475
16336,477
16337,461
16338,472
16339,471
16340,560
16341,565
16342,588
16343,585
16344,572
16345,565
16346,561
16347,581
16348,565
16349,580
16350,563
16351,570
16352,583
16353,574
16354,576
16355,567
16356,565
16357,561
16358,575
16359,587
16360,80
16361,105
16362,90
16363,80
16364,80
16365,103
16366,96
16367,104
16368,99
16369,100
16370,98
16371,83
16372,92
16373,92
16374,108
16375,103
16376,88
16377,101
16378,90
16379,108
16380,528
16381,541
16382,557
16383,533
16384,545
16385,554
16386,552
16387,542
16388,543
16389,554
16390,537
16391,555
16392,543
16393,538
16394,541
16395,530
16396,554
16397,533
16398,542
16399,548
16400,118
16401,129
16402,139
16403,121
16404,140
16405,141
16406,133
16407,137
16408,146
16409,130
16410,132
16411,131
16412,145
16413,133
16414,130
16415,129
16416,140
16417,136
16418,142
16419,124
16420,654
16421,660
16422,676
16423,670
16424,681
16425,657
16426,654
16427,683
16428,672
16429,680
16430,683
16431,663
16432,657
16433,677
16434,675
16435,655
16436,663
16437,680
16438,674
16439,662
16440,623
16441,628
16442,627
16443,624
16444,634
16445,645
16446,645
16447,626
16448,648
16449,643
16450,647
16451,644
16452,648
16453,634
16454,629
16455,628
16456,641
16457,646
16458,635
16459,627
16460,43
16461,43
16462,50
16463,65
16464,50
16465,50
16466,56
16467,70
16468,57
16469,50
16470,46
16471,48
16472,54
16473,59
16474,50
16475,45
16476,51
16477,61
16478,49
16479,71
16480,420
16481,421
16482,447
16483,438
16484,445
16485,448
16486,424
16487,443
16488,445
16489,421
16490,438
16491,422
16492,449
16493,436
16494,427
16495,432
16496,421
16497,441
16498,436
16499,440
16500,398
16501,402
16502,398
16503,400
16504,423
16505,427
16506,424
16507,409
16508,410
16509,401
16510,423
16511,402
16512,423
16513,410
16514,426
16515,414
16516,409
16517,398
16518,425
16519,424
16520,391
16521,419
16522,399
16523,414
16524,405
16525,402
16526,419
16527,402
16528,403
16529,415
16530,401
16531,417
16532,406
16533,397
16534,420
16535,391
16536,392
16537,397
16538,400
16539,409
16540,394
16541,396
16542,417
16543,404
16544,407
16545,407
16546,415
16547,394
16548,398
16549,404
16550,397
16551,411
16552,414
16553,409
16554,421
16555,420
16556,412
16557,415
16558,404
16559,398
16560,659
16561,681
16562,669
16563,679
16564,665
16565,666
16566,678
16567,674
16568,668
16569,666
16570,671
16571,679
16572,675
16573,684
16574,669
16575,662
16576,677
16577,688
16578,666
16579,671
16580,621
16581,628
16582,648
16583,621
16584,628
16585,640
16586,631
16587,638
16588,629
16589,646
16590,626
16591,633
16592,633
16593,622
16594,641
16595,623
16596,644
16597,640
16598,650
16599,626
16600,577
16601,582
16602,583
16603,595
16604,603
16605,601
16606,606
16607,581
16608,588
16609,592
16610,597
16611,587
16612,594
16613,578
16614,600
16615,602
16616,579
16617,583
16618,594
16619,583
16620,195
16621,222
16622,209
16623,209
16624,200
16625,196
16626,220
16627,201
16628,210
16629,220
16630,200
16631,204
16632,211
16633,210
16634,218
16635,210
16636,202
16637,215
16638,223
16639,213
16640,372
16641,378
16642,400
16643,380
16644,386
16645,391
16646,386
16647,379
16648,391
16649,384
16650,388
16651,392
16652,395
16653,375
16654,395
16655,386
16656,379
16657,398
16658,396
16659,380
16660,309
16661,335
16662,334
16663,336
16664,338
16665,327
16666,317
16667,333
16668,335
16669,325
16670,323
16671,325
16672,321
16673,332
16674,313
16675,318
16676,338
16677,318
16678,315
16679,338
16680,92
16681,108
16682,106
16683,111
16684,115
16685,97
16686,98
16687,95
